1709124507.476734 server started (31581): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1709124507.476760 on Linux 6.6.16-2-MANJARO #1 SMP PREEMPT_DYNAMIC Sat Feb 10 09:40:02 UTC 2024
1709124507.476766 using libevent 2.1.12-stable poll
1709124507.476767 using ncurses 6.4 20230520
1709124507.489978 args_parse: 2 = D (type STRING)
1709124507.489980 args_parse: 3 = send-keys -X copy-pipe-end-of-line-and-cancel (type COMMANDS)
1709124507.489982 cmd_parse_build_commands: bind-key -T copy-mode-vi D { send-keys -X copy-pipe-end-of-line-and-cancel }
1709124507.489984 cmdq_get_command: [bind-key/0x55bdeac3f230] group 2248
1709124507.489984 cmdq_append <global>: [bind-key/0x55bdeac3f230]
1709124507.489986 yylex_token: end at WS
1709124507.489986 yylex_token: bind
1709124507.489987 yylex_token: end at WS
1709124507.489988 yylex_token: -Tcopy-mode-vi
1709124507.489988 yylex_token: end at WS
1709124507.489989 yylex_token: E
1709124507.489989 yylex_token: end at WS
1709124507.489990 yylex_token: send
1709124507.489990 yylex_token: end at WS
1709124507.489991 yylex_token: -X
1709124507.489992 yylex_token: end at WS
1709124507.489992 yylex_token: next-space-end
1709124507.489993 cmd_parse_build_commands 0:0: bind
1709124507.489994 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1709124507.489994 cmd_parse_build_commands 0:2: E
1709124507.489995 cmd_parse_build_commands 0:3 0:0: send
1709124507.489995 cmd_parse_build_commands 0:3 0:1: -X
1709124507.489996 cmd_parse_build_commands 0:3 0:2: next-space-end
1709124507.489997 cmd_parse_build_commands 0:0: send
1709124507.489997 cmd_parse_build_commands 0:1: -X
1709124507.489998 cmd_parse_build_commands 0:2: next-space-end
1709124507.489999 args_parse_flags: next -X
1709124507.490000 args_parse_flags: -X
1709124507.490000 args_parse_flags: next next-space-end
1709124507.490001 args_parse: flags end at 2 of 3
1709124507.490001 args_parse: 2 = next-space-end (type STRING)
1709124507.490003 cmd_parse_build_commands: send-keys -X next-space-end
1709124507.490003 args_parse_flags: next -Tcopy-mode-vi
1709124507.490004 args_parse_flag_argument: -T = copy-mode-vi
1709124507.490004 args_parse_flags: next E
1709124507.490005 args_parse: flags end at 2 of 4
1709124507.490005 args_parse: 2 = E (type STRING)
1709124507.490007 args_parse: 3 = send-keys -X next-space-end (type COMMANDS)
1709124507.490009 cmd_parse_build_commands: bind-key -T copy-mode-vi E { send-keys -X next-space-end }
1709124507.490010 cmdq_get_command: [bind-key/0x55bdeac3f8f0] group 2256
1709124507.490011 cmdq_append <global>: [bind-key/0x55bdeac3f8f0]
1709124507.490011 yylex_token: end at WS
1709124507.490012 yylex_token: bind
1709124507.490013 yylex_token: end at WS
1709124507.490013 yylex_token: -Tcopy-mode-vi
1709124507.490014 yylex_token: end at WS
1709124507.490014 yylex_token: F
1709124507.490015 yylex_token: end at WS
1709124507.490016 yylex_token: command-prompt
1709124507.490016 yylex_token: end at WS
1709124507.490017 yylex_token: -1p(jump backward)
1709124507.490018 yylex_token: end at WS
1709124507.490018 yylex_token: send
1709124507.490019 yylex_token: end at WS
1709124507.490019 yylex_token: -X
1709124507.490020 yylex_token: end at WS
1709124507.490020 yylex_token: jump-backward
1709124507.490021 yylex_token: end at WS
1709124507.490021 yylex_token: %%
1709124507.490023 cmd_parse_build_commands 0:0: bind
1709124507.490023 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1709124507.490024 cmd_parse_build_commands 0:2: F
1709124507.490025 cmd_parse_build_commands 0:3 0:0: command-prompt
1709124507.490025 cmd_parse_build_commands 0:3 0:1: -1p(jump backward)
1709124507.490026 cmd_parse_build_commands 0:3 0:2 0:0: send
1709124507.490027 cmd_parse_build_commands 0:3 0:2 0:1: -X
1709124507.490027 cmd_parse_build_commands 0:3 0:2 0:2: jump-backward
1709124507.490028 cmd_parse_build_commands 0:3 0:2 0:3: %%
1709124507.490029 cmd_parse_build_commands 0:0: command-prompt
1709124507.490030 cmd_parse_build_commands 0:1: -1p(jump backward)
1709124507.490030 cmd_parse_build_commands 0:2 0:0: send
1709124507.490031 cmd_parse_build_commands 0:2 0:1: -X
1709124507.490032 cmd_parse_build_commands 0:2 0:2: jump-backward
1709124507.490032 cmd_parse_build_commands 0:2 0:3: %%
1709124507.490033 cmd_parse_build_commands 0:0: send
1709124507.490034 cmd_parse_build_commands 0:1: -X
1709124507.490035 cmd_parse_build_commands 0:2: jump-backward
1709124507.490036 cmd_parse_build_commands 0:3: %%
1709124507.490037 args_parse_flags: next -X
1709124507.490038 args_parse_flags: -X
1709124507.490038 args_parse_flags: next jump-backward
1709124507.490039 args_parse: flags end at 2 of 4
1709124507.490039 args_parse: 2 = jump-backward (type STRING)
1709124507.490040 args_parse: 3 = %% (type STRING)
1709124507.490042 cmd_parse_build_commands: send-keys -X jump-backward "%%"
1709124507.490042 args_parse_flags: next -1p(jump backward)
1709124507.490043 args_parse_flags: -1
1709124507.490044 args_parse_flag_argument: -p = (jump backward)
1709124507.490044 args_parse: flags end at 2 of 3
1709124507.490046 args_parse: 2 = send-keys -X jump-backward "%%" (type COMMANDS)
1709124507.490048 cmd_parse_build_commands: command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" }
1709124507.490049 args_parse_flags: next -Tcopy-mode-vi
1709124507.490049 args_parse_flag_argument: -T = copy-mode-vi
1709124507.490050 args_parse_flags: next F
1709124507.490050 args_parse: flags end at 2 of 4
1709124507.490051 args_parse: 2 = F (type STRING)
1709124507.490053 args_parse: 3 = command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" } (type COMMANDS)
1709124507.490056 cmd_parse_build_commands: bind-key -T copy-mode-vi F { command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" } }
1709124507.490057 cmdq_get_command: [bind-key/0x55bdeac409d0] group 2264
1709124507.490058 cmdq_append <global>: [bind-key/0x55bdeac409d0]
1709124507.490060 yylex_token: end at WS
1709124507.490061 yylex_token: bind
1709124507.490062 yylex_token: end at WS
1709124507.490062 yylex_token: -Tcopy-mode-vi
1709124507.490063 yylex_token: end at WS
1709124507.490063 yylex_token: G
1709124507.490064 yylex_token: end at WS
1709124507.490064 yylex_token: send
1709124507.490065 yylex_token: end at WS
1709124507.490065 yylex_token: -X
1709124507.490066 yylex_token: end at WS
1709124507.490067 yylex_token: history-bottom
1709124507.490068 cmd_parse_build_commands 0:0: bind
1709124507.490068 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1709124507.490069 cmd_parse_build_commands 0:2: G
1709124507.490069 cmd_parse_build_commands 0:3 0:0: send
1709124507.490070 cmd_parse_build_commands 0:3 0:1: -X
1709124507.490071 cmd_parse_build_commands 0:3 0:2: history-bottom
1709124507.490072 cmd_parse_build_commands 0:0: send
1709124507.490072 cmd_parse_build_commands 0:1: -X
1709124507.490073 cmd_parse_build_commands 0:2: history-bottom
1709124507.490074 args_parse_flags: next -X
1709124507.490074 args_parse_flags: -X
1709124507.490075 args_parse_flags: next history-bottom
1709124507.490075 args_parse: flags end at 2 of 3
1709124507.490076 args_parse: 2 = history-bottom (type STRING)
1709124507.490077 cmd_parse_build_commands: send-keys -X history-bottom
1709124507.490078 args_parse_flags: next -Tcopy-mode-vi
1709124507.490079 args_parse_flag_argument: -T = copy-mode-vi
1709124507.490079 args_parse_flags: next G
1709124507.490080 args_parse: flags end at 2 of 4
1709124507.490080 args_parse: 2 = G (type STRING)
1709124507.490082 args_parse: 3 = send-keys -X history-bottom (type COMMANDS)
1709124507.490084 cmd_parse_build_commands: bind-key -T copy-mode-vi G { send-keys -X history-bottom }
1709124507.490085 cmdq_get_command: [bind-key/0x55bdeac3f510] group 2276
1709124507.490085 cmdq_append <global>: [bind-key/0x55bdeac3f510]
1709124507.490086 yylex_token: end at WS
1709124507.490087 yylex_token: bind
1709124507.490087 yylex_token: end at WS
1709124507.490088 yylex_token: -Tcopy-mode-vi
1709124507.490088 yylex_token: end at WS
1709124507.490089 yylex_token: H
1709124507.490089 yylex_token: end at WS
1709124507.490090 yylex_token: send
1709124507.490090 yylex_token: end at WS
1709124507.490091 yylex_token: -X
1709124507.490092 yylex_token: end at WS
1709124507.490092 yylex_token: top-line
1709124507.490093 cmd_parse_build_commands 0:0: bind
1709124507.490094 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1709124507.490096 cmd_parse_build_commands 0:2: H
1709124507.490097 cmd_parse_build_commands 0:3 0:0: send
1709124507.490097 cmd_parse_build_commands 0:3 0:1: -X
1709124507.490098 cmd_parse_build_commands 0:3 0:2: top-line
1709124507.490099 cmd_parse_build_commands 0:0: send
1709124507.490099 cmd_parse_build_commands 0:1: -X
1709124507.490100 cmd_parse_build_commands 0:2: top-line
1709124507.490101 args_parse_flags: next -X
1709124507.490102 args_parse_flags: -X
1709124507.490102 args_parse_flags: next top-line
1709124507.490103 args_parse: flags end at 2 of 3
1709124507.490103 args_parse: 2 = top-line (type STRING)
1709124507.490105 cmd_parse_build_commands: send-keys -X top-line
1709124507.490105 args_parse_flags: next -Tcopy-mode-vi
1709124507.490106 args_parse_flag_argument: -T = copy-mode-vi
1709124507.490107 args_parse_flags: next H
1709124507.490107 args_parse: flags end at 2 of 4
1709124507.490108 args_parse: 2 = H (type STRING)
1709124507.490109 args_parse: 3 = send-keys -X top-line (type COMMANDS)
1709124507.490111 cmd_parse_build_commands: bind-key -T copy-mode-vi H { send-keys -X top-line }
1709124507.490112 cmdq_get_command: [bind-key/0x55bdeac40dc0] group 2284
1709124507.490112 cmdq_append <global>: [bind-key/0x55bdeac40dc0]
1709124507.490113 yylex_token: end at WS
1709124507.490114 yylex_token: bind
1709124507.490115 yylex_token: end at WS
1709124507.490115 yylex_token: -Tcopy-mode-vi
1709124507.490116 yylex_token: end at WS
1709124507.490116 yylex_token: J
1709124507.490117 yylex_token: end at WS
1709124507.490117 yylex_token: send
1709124507.490118 yylex_token: end at WS
1709124507.490118 yylex_token: -X
1709124507.490119 yylex_token: end at WS
1709124507.490120 yylex_token: scroll-down
1709124507.490120 cmd_parse_build_commands 0:0: bind
1709124507.490121 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1709124507.490122 cmd_parse_build_commands 0:2: J
1709124507.490122 cmd_parse_build_commands 0:3 0:0: send
1709124507.490123 cmd_parse_build_commands 0:3 0:1: -X
1709124507.490124 cmd_parse_build_commands 0:3 0:2: scroll-down
1709124507.490124 cmd_parse_build_commands 0:0: send
1709124507.490125 cmd_parse_build_commands 0:1: -X
1709124507.490126 cmd_parse_build_commands 0:2: scroll-down
1709124507.490127 args_parse_flags: next -X
1709124507.490127 args_parse_flags: -X
1709124507.490128 args_parse_flags: next scroll-down
1709124507.490128 args_parse: flags end at 2 of 3
1709124507.490129 args_parse: 2 = scroll-down (type STRING)
1709124507.490130 cmd_parse_build_commands: send-keys -X scroll-down
1709124507.490131 args_parse_flags: next -Tcopy-mode-vi
1709124507.490131 args_parse_flag_argument: -T = copy-mode-vi
1709124507.490132 args_parse_flags: next J
1709124507.490133 args_parse: flags end at 2 of 4
1709124507.490133 args_parse: 2 = J (type STRING)
1709124507.490134 args_parse: 3 = send-keys -X scroll-down (type COMMANDS)
1709124507.490136 cmd_parse_build_commands: bind-key -T copy-mode-vi J { send-keys -X scroll-down }
1709124507.490137 cmdq_get_command: [bind-key/0x55bdeac411a0] group 2292
1709124507.490138 cmdq_append <global>: [bind-key/0x55bdeac411a0]
1709124507.490140 yylex_token: end at WS
1709124507.490140 yylex_token: bind
1709124507.490141 yylex_token: end at WS
1709124507.490142 yylex_token: -Tcopy-mode-vi
1709124507.490142 yylex_token: end at WS
1709124507.490143 yylex_token: K
1709124507.490143 yylex_token: end at WS
1709124507.490144 yylex_token: send
1709124507.490144 yylex_token: end at WS
1709124507.490145 yylex_token: -X
1709124507.490145 yylex_token: end at WS
1709124507.490146 yylex_token: scroll-up
1709124507.490147 cmd_parse_build_commands 0:0: bind
1709124507.490147 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1709124507.490148 cmd_parse_build_commands 0:2: K
1709124507.490149 cmd_parse_build_commands 0:3 0:0: send
1709124507.490149 cmd_parse_build_commands 0:3 0:1: -X
1709124507.490150 cmd_parse_build_commands 0:3 0:2: scroll-up
1709124507.490151 cmd_parse_build_commands 0:0: send
1709124507.490151 cmd_parse_build_commands 0:1: -X
1709124507.490152 cmd_parse_build_commands 0:2: scroll-up
1709124507.490154 args_parse_flags: next -X
1709124507.490154 args_parse_flags: -X
1709124507.490155 args_parse_flags: next scroll-up
1709124507.490155 args_parse: flags end at 2 of 3
1709124507.490156 args_parse: 2 = scroll-up (type STRING)
1709124507.490157 cmd_parse_build_commands: send-keys -X scroll-up
1709124507.490158 args_parse_flags: next -Tcopy-mode-vi
1709124507.490159 args_parse_flag_argument: -T = copy-mode-vi
1709124507.490159 args_parse_flags: next K
1709124507.490160 args_parse: flags end at 2 of 4
1709124507.490160 args_parse: 2 = K (type STRING)
1709124507.490162 args_parse: 3 = send-keys -X scroll-up (type COMMANDS)
1709124507.490163 cmd_parse_build_commands: bind-key -T copy-mode-vi K { send-keys -X scroll-up }
1709124507.490164 cmdq_get_command: [bind-key/0x55bdeac418e0] group 2300
1709124507.490165 cmdq_append <global>: [bind-key/0x55bdeac418e0]
1709124507.490166 yylex_token: end at WS
1709124507.490166 yylex_token: bind
1709124507.490167 yylex_token: end at WS
1709124507.490168 yylex_token: -Tcopy-mode-vi
1709124507.490168 yylex_token: end at WS
1709124507.490169 yylex_token: L
1709124507.490169 yylex_token: end at WS
1709124507.490170 yylex_token: send
1709124507.490170 yylex_token: end at WS
1709124507.490171 yylex_token: -X
1709124507.490171 yylex_token: end at WS
1709124507.490172 yylex_token: bottom-line
1709124507.490173 cmd_parse_build_commands 0:0: bind
1709124507.490174 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1709124507.490174 cmd_parse_build_commands 0:2: L
1709124507.490175 cmd_parse_build_commands 0:3 0:0: send
1709124507.490175 cmd_parse_build_commands 0:3 0:1: -X
1709124507.490176 cmd_parse_build_commands 0:3 0:2: bottom-line
1709124507.490177 cmd_parse_build_commands 0:0: send
1709124507.490177 cmd_parse_build_commands 0:1: -X
1709124507.490178 cmd_parse_build_commands 0:2: bottom-line
1709124507.490179 args_parse_flags: next -X
1709124507.490179 args_parse_flags: -X
1709124507.490180 args_parse_flags: next bottom-line
1709124507.490180 args_parse: flags end at 2 of 3
1709124507.490181 args_parse: 2 = bottom-line (type STRING)
1709124507.490182 cmd_parse_build_commands: send-keys -X bottom-line
1709124507.490183 args_parse_flags: next -Tcopy-mode-vi
1709124507.490184 args_parse_flag_argument: -T = copy-mode-vi
1709124507.490184 args_parse_flags: next L
1709124507.490185 args_parse: flags end at 2 of 4
1709124507.490185 args_parse: 2 = L (type STRING)
1709124507.490186 args_parse: 3 = send-keys -X bottom-line (type COMMANDS)
1709124507.490188 cmd_parse_build_commands: bind-key -T copy-mode-vi L { send-keys -X bottom-line }
1709124507.490190 cmdq_get_command: [bind-key/0x55bdeac41650] group 2308
1709124507.490190 cmdq_append <global>: [bind-key/0x55bdeac41650]
1709124507.490191 yylex_token: end at WS
1709124507.490191 yylex_token: bind
1709124507.490192 yylex_token: end at WS
1709124507.490193 yylex_token: -Tcopy-mode-vi
1709124507.490193 yylex_token: end at WS
1709124507.490194 yylex_token: M
1709124507.490194 yylex_token: end at WS
1709124507.490195 yylex_token: send
1709124507.490195 yylex_token: end at WS
1709124507.490196 yylex_token: -X
1709124507.490196 yylex_token: end at WS
1709124507.490197 yylex_token: middle-line
1709124507.490198 cmd_parse_build_commands 0:0: bind
1709124507.490199 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1709124507.490199 cmd_parse_build_commands 0:2: M
1709124507.490200 cmd_parse_build_commands 0:3 0:0: send
1709124507.490200 cmd_parse_build_commands 0:3 0:1: -X
1709124507.490201 cmd_parse_build_commands 0:3 0:2: middle-line
1709124507.490202 cmd_parse_build_commands 0:0: send
1709124507.490202 cmd_parse_build_commands 0:1: -X
1709124507.490203 cmd_parse_build_commands 0:2: middle-line
1709124507.490204 args_parse_flags: next -X
1709124507.490205 args_parse_flags: -X
1709124507.490205 args_parse_flags: next middle-line
1709124507.490206 args_parse: flags end at 2 of 3
1709124507.490206 args_parse: 2 = middle-line (type STRING)
1709124507.490208 cmd_parse_build_commands: send-keys -X middle-line
1709124507.490208 args_parse_flags: next -Tcopy-mode-vi
1709124507.490210 args_parse_flag_argument: -T = copy-mode-vi
1709124507.490210 args_parse_flags: next M
1709124507.490211 args_parse: flags end at 2 of 4
1709124507.490212 args_parse: 2 = M (type STRING)
1709124507.490213 args_parse: 3 = send-keys -X middle-line (type COMMANDS)
1709124507.490214 cmd_parse_build_commands: bind-key -T copy-mode-vi M { send-keys -X middle-line }
1709124507.490216 cmdq_get_command: [bind-key/0x55bdeac42200] group 2316
1709124507.490217 cmdq_append <global>: [bind-key/0x55bdeac42200]
1709124507.490218 yylex_token: end at WS
1709124507.490219 yylex_token: bind
1709124507.490219 yylex_token: end at WS
1709124507.490220 yylex_token: -Tcopy-mode-vi
1709124507.490220 yylex_token: end at WS
1709124507.490221 yylex_token: N
1709124507.490221 yylex_token: end at WS
1709124507.490222 yylex_token: send
1709124507.490223 yylex_token: end at WS
1709124507.490223 yylex_token: -X
1709124507.490224 yylex_token: end at WS
1709124507.490224 yylex_token: search-reverse
1709124507.490225 cmd_parse_build_commands 0:0: bind
1709124507.490226 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1709124507.490226 cmd_parse_build_commands 0:2: N
1709124507.490227 cmd_parse_build_commands 0:3 0:0: send
1709124507.490228 cmd_parse_build_commands 0:3 0:1: -X
1709124507.490228 cmd_parse_build_commands 0:3 0:2: search-reverse
